부산광역시_자전거대여소_20230822.csv관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
26440-00033,보람공원,근린공원,부산광역시 강서구 녹산산단262로14번길 20 (송정동),부산광역시 강서구 송정동 1718,35.088356,128.844401,27739,8,-,"""화장실, 주차장""",-,"""그늘시렁4, 평의자9, 등의자33, 농구골대2, 다목적운동장, 문주4, 안내판2, 볼라드9, 앉음벽40m, 공원등30, 야외무대전시벽10, 음수대1, 파고라4, 육각정자1, 자전거보관대1, 관리사무소""",1992-03-26,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00034,소정공원,어린이공원,-,부산광역시 강서구 신호동 234-6,35.084353,128.879222,1665,6,"""조합놀이기구1, 흔들놀이기구3""",-,-,"""가벽, 스탠드, 파고라2, 앉음벽38.8m, 사각의자2, 안내판""",1998-08-27,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00035,소담공원,어린이공원,-,부산광역시 강서구 신호동 263-1,35.080557,128.878164,2193,-,조합놀이기구,-,-,"""파고라1, 등의자6, 사각의자2, 안내판""",2000-12-28,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00036,신호공원,근린공원,-,부산광역시 강서구 신호동 315-1,35.081701,128.870914,60597,30,"""조합놀이기구1, 흔드놀이기구3, 그네2""","""화장실, 주차장""",-,"""다목적운동장, 팔각정자1, 안내판2, 파고라2, 조각상, 앉음벽227.4m, 음수대1, 등의자56, 돌의자8, 돌탁자3, 평의자65, 그늘시렁8, 볼라드20, 인조축구장""",1992-05-08,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00037,신호공원,근린공원,-,부산광역시 강서구 신호동 315-7,35.080765,128.870862,4868,-,-,-,-,-,1992-05-08,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00038,가람공원,어린이공원,-,부산광역시 강서구 지사동 1175,35.149874,128.820798,6825,2,조합놀이기구,-,-,"""파고라5, 등의자4, 평의자15, 연식의자77.5m, 통석의자3m, 농구대, 장식가벽5, 관람데크, 안내판, 관리창고""",2005-05-25,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00039,지사공원(2호근린공원),근린공원,부산광역시 강서구 과학산단2로20번길 7-7 (지사동),부산광역시 강서구 지사동 1180,35.151606,128.831143,11232,13,조합놀이기구,문화회관,-,"""전시벽6, 상징조형물, 파고라, 야외무대62.1㎡, 평의자3, 등의자6, 연식의자16, 안내판, 게이트볼장""",2002-11-07,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00040,선비공원,어린이공원,-,부산광역시 강서구 지사동 1185-2,35.150972,128.839487,1502,4,"""조합놀이기구, 그네, 흔들놀이기구3, 회전무대,""",-,-,"""등의자4, 연식의자42.3m, 농구대, 안내판, 공원등4""",2002-11-07,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00041,꿈나래공원,어린이공원,-,부산광역시 강서구 지사동 1189-7,35.149803,128.835211,1501,6,"""조합놀이기구, 놀이벽""",-,-,"""등의자8, 정자, 연식의자, 트렐리스, 공원등7""",2002-11-07,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00042,신명공원(1호근린공원),근린공원,-,부산광역시 강서구 지사동 1257,35.147015,128.825419,22157,3,-,-,-,"""정자, 파고라, 배드민턴장, 지압로, 등의자4, 평의자3, 사각의자2, 앉음벽46.22m, 목제계단3, 휴지통2""",2002-11-07,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00043,숲길공원,근린공원,-,부산광역시 강서구 지사동 1279,35.147049,128.824841,10408,3,-,-,-,"""정자, 파고라, 배드민턴장, 지압로, 등의자4, 평의자3, 사각의자2, 앉음벽46.22m, 목제계단3, 휴지통2""",2005-06-15,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00044,해관공원,소공원,-,부산광역시 강서구 천성동 1642-3,35.039434,128.815936,330,-,-,-,-,-,2009-01-07,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00045,화암공원,근린공원,부산광역시 강서구 화전산단5로 131 (화전동),부산광역시 강서구 화전동 554-3,35.110003,128.877431,21908,9,조합놀이기구1,화장실,민속문화기념물(동제당),"""사각플랜터11, 해시계광장조형물, 입체간판, 파고라7, 평상7, 막구조파고라12, 평의자24, 앉음벽72m, 다목적운동장, 배드민턴장, 안내판2, 볼라드6, 음수전1, 트렐리스, 축구골대2, 팔각정자1""",2005-12-30,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00046,화전공원,근린공원,부산광역시 강서구 화전산단5로 84 (화전동),부산광역시 강서구 화전동 582-1,35.105547,128.879461,16113,14,-,화장실,-,"""등의자12, 평의자14, 다목적운동장, 지압보도38m, 볼라드3, 안내판2, 음수전1, 인조잔디구장1, 축구골대2, 육각정자1, 입체간판""",2005-12-30,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00047,화연공원,근린공원,-,부산광역시 강서구 화전동 597-2,35.102303,128.879468,15936,-,-,-,-,"""원형플랜트171.7㎡, 목제데크718.5㎡, 생태연못1,742.4㎡, 정화연못128.4㎡, 생태학습장422.2㎡, 파고라10, 등의자5, 평의자6, 평상10, 앉음벽6.7m, 사각정자1, 안내판3,""",2005-12-30,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00048,화동공원,어린이공원,-,부산광역시 강서구 화전동 606,35.111541,128.886451,6225,4,"""조합놀이대1, 유아놀이대1, 흔들놀이기구3, 그네2, 시소2""",화장실,-,"""원형플랜터, 사각플렌터5, 놀이가벽2, 게이트12, 입체간판, 막구조파고라1, 파고라2, 평상2, 등의자4, 평의자8, 앉음벽40m, 볼라드9, 안내판2,""",2005-12-30,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00049,생활공원,문화공원,-,부산광역시 강서구 생곡동 1531-5,35.135427,128.885441,6653.6,2,-,-,-,"""사각평상6, 문주, 시설안내판, 평의자 21, 등의자 8, 막구조파고라""",2009-07-31,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00050,한적공원,소공원,-,부산광역시 강서구 생곡동 1539-1,35.131899,128.880721,295,-,-,-,-,"""사각파고라, 공원명칭석""",2009-07-31,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00051,불미공원,소공원,-,부산광역시 강서구 생곡동 1539-7,35.131308,128.880765,219.8,-,-,-,-,"""파고라(팔각정), 공원명칭석""",2009-07-31,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00052,생곡공원,소공원,-,부산광역시 강서구 생곡동 1537-2,35.131761,128.881355,4325.2,6,-,-,-,"""사각평상, 문주, 평의자 12, 등의자 12""",2009-07-31,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00053,웃들공원,근린공원,-,부산광역시 강서구 녹산동 576-2,35.115111,128.882026,12211.9,6,-,음수전,-,"""파고라, 육각정자, 등의자, 평의자""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00054,죽곡공원,소공원,-,부산광역시 강서구 미음동 1492-3,35.147202,128.878148,1948.4,-,-,-,-,"""파고라, 등의자, 평의자, 원형의자""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00055,마비등공원,소공원,-,부산광역시 강서구 범방동 1490-4,35.146791,128.881629,2589.7,-,-,-,-,"""파고라, 등의자, 평의자""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00056,석말공원,소공원,-,부산광역시 강서구 미음동 1491-10,35.144825,128.879176,2367.4,6,-,-,-,"""파고라, 등의자, 평의자""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00057,세산공원,소공원,-,부산광역시 강서구 범방동 1486-6,35.146323,128.883933,825.9,-,-,-,-,"""파고라, 등의자, 자전거보관대""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00058,우열등공원,소공원,-,부산광역시 강서구 범방동 1-428,35.140043,128.884748,1019.6,-,-,-,-,"""파고라, 자전거보관대""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00059,가리새공원,소공원,-,부산광역시 강서구 범방동 1-246,35.138436,128.890437,988,-,-,-,-,"""파고라, 등의자, 평의자""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00060,금병공원,어린이공원,-,부산광역시 강서구 범방동 344-14,35.149412,128.882108,3820.8,5,"""조합놀이대, 흔들놀이대3, 시소""",-,-,"""파고라, 육각정자, 등의자, 평의자""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00061,사구범방대수변공원,수변공원,-,부산광역시 강서구 범방동 7,35.148288,128.885628,9833.3,12,-,-,-,"""파고라, 등의자, 평의자, 원형의자""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00062,가리새수변공원,수변공원,-,부산광역시 강서구 범방동 1-13,35.144214,128.886882,33858,13,-,-,-,"""파고라, 평의자, 원형의자""",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00063,물결공원,근린공원,-,부산광역시 강서구 명지동 3403,35.093451,128.912694,17477.5,7,-,-,-,"""파고라, 원형파고라, 평의자, 등의자, 앉음벽, 야외테이블, 수경시설, 자전거보관대""",2008-12-31,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00064,소리공원,근린공원,-,부산광역시 강서구 명지동 3398,35.097649,128.912082,9167.4,5,-,-,-,"""파고라, 평의자, 등의자, 앉음벽, 자전거보관대""",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00065,울림공원,근린공원,-,부산광역시 강서구 명지동 3392,35.101376,128.926818,65807.8,40,"""조합놀이대, 미끄럼대, 물통놀이집, 시소, 어드벤처놀이대, 모래삽놀이대, 잎새통과하기, 꽃점핑놀이대""","""음수전, 주차장""",-,"""자전거보관대, 파고라, 오두막, 오두막벤치, 평의자, 등의자, 앉음벽, 야외테이블""",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00066,너울공원,근린공원,-,부산광역시 강서구 명지동 3439,35.094421,128.924103,47009.9,17,-,"""주차장, 화장실""",-,"""파고라, 팔각정자, 평의자, 등의자, 앉음벽, 야외테이블, 자전거보관대""",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00067,나뭇잎공원,어린이공원,-,부산광역시 강서구 명지동 3428-4,35.094776,128.921641,2189.3,3,"""조합놀이대, 흔들놀이기구, 모래놀이집, 그네""",-,-,"""원형파고라, 앉음벽, 등의자, 자전거보관대""",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00068,큰배공원,어린이공원,-,부산광역시 강서구 명지동 3349,35.102696,128.921011,1566.7,3,"""조합놀이대, 울림나팔, 흔들놀이, 시소, 회전무대""",-,-,"""파고라, 앉음벽, 등의자, 자전거보관대""",2008-12-31,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00069,꽃게공원,어린이공원,-,부산광역시 강서구 명지동 3313-9,35.111625,128.921096,1512.7,3,"""조합놀이대, 시소""",-,-,"""원형파고라, 앉음벽, 등의자""",2008-12-31,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00070,꿀벌공원,어린이공원,-,부산광역시 강서구 명지동 3406,35.093091,128.914605,2358.1,3,"""조합놀이대, 나무실로폰, 흔들놀이, 착시거울""",-,-,"""파고라, 앉음벽, 등의자, 평의자, 야외테이블, 자전거보관대""",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00071,파도공원,어린이공원,-,부산광역시 강서구 명지동 3409,35.093516,128.915866,1981.2,3,"""조합놀이대, 정글짐""",-,-,"""꽃그늘파고라, 앉음벽, 등의자, 자전거보관대""",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26440-00072,두루미공원,소공원,-,부산광역시 강서구 명지동 3455-5,35.095558,128.923821,295.2,-,-,-,-,"""등의자, 사면플랜터""",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4534,2018-09-14,3360000,부산광역시 강서구
26260-00001,동래사적공원,근린공원,-,부산광역시 동래구 명륜동 137-4번지 일원,35.211818,129.091327,584030,"에어로빅장, 농구장",-,"주차장,화장실",문화회관,"박물관, 문화재시설",1972-12-30,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00002,명장공원,근린공원,-,부산광역시 동래구 명장동 455-2번지 일원,35.207759,129.108461,127050,-,-,-,-,-,1972-12-30,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00003,온천아파트공원,근린공원,부산광역시 동래구 충렬대로 107번길 54,부산광역시 동래구 온천동 707번지 일원,35.209842,129.074409,12088,-,-,-,-,-,1982-04-07,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00004,수민어울공원,근린공원,-,부산광역시 동래구 낙민동 135-1번지 일원,35.19651,129.091638,11841,-,-,-,-,-,1982-04-07,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00005,낙민공원,근린공원,-,부산광역시 동래구 낙민동 92-8번지,35.195603,129.097216,5984.7,"테니스장, 씨름장, 농구장",조합놀이대,화장실,-,-,1982-04-07,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00006,연안수민공원,근린공원,부산광역시 동래구 안남로 9,부산광역시 동래구 낙민동 83-1,35.195007,129.093408,2418.3,-,-,-,-,-,1982-04-07,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00007,온천공원,근린공원,-,부산광역시 동래구 온천동 산201-1,35.207365,129.061,125750,-,-,-,-,-,1995-05-16,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00009,금강공원,근린공원,부산광역시 동래구 우장춘로 155,부산광역시 동래구 온천동 291-1,35.21962,129.075758,3096579,-,-,-,-,-,1965-04-21,부산시설공단,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00010,복천동고분군공원,역사공원,부산광역시 동래구 복천로 66,부산광역시 동래구 복천동 50번지 일원,35.207379,129.091795,45130,-,-,"주차장,화장실",-,문화재시설,2014-11-19,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00011,충렬사공원,역사공원,-,부산광역시 동래구 안락동 1065-75,35.201509,129.09601,95804,-,-,"주차장,화장실",충렬사,-,2015-02-11,부산광역시 충렬사관리사업소,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00012,쇠미소공원,소공원,-,부산광역시 동래구 사직동 597-93번지 일원,35.202818,129.053221,10824,-,-,-,-,-,2012-07-04,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00013,명장소공원,소공원,부산광역시 동래구 명장로 63번길 133,부산광역시 동래구 명장동 334-2 일원,35.20951,129.104322,2820,-,조합놀이대,-,-,-,2013-07-03,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00014,SWITZEN PARK,소공원,부산광역시 동래구 사직북로63번길 20-7,부산광역시 동래구 사직동 29-9,35.199096,129.057301,666.3,-,-,-,-,-,2006-07-05,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00015,온천4공원(온천2주택재개발),소공원,-,부산광역시 동래구 온천동 793-4,35.211457,129.072223,899,-,-,-,-,-,2007-04-04,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00016,온천5공원(온천2주택재개발),소공원,-,부산광역시 동래구 온천동 1020-18,35.211738,129.066977,369,-,-,-,-,-,2007-04-04,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00017,고당공원,소공원,부산광역시 동래구 금강로151번길 75-2,부산광역시 동래구 온천동 15-8,35.224059,129.078222,521,-,-,-,-,-,2010-06-16,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00018,금산공원,소공원,부산광역시 동래구 우장춘로 146,부산광역시 동래구 온천동 296-17,35.218818,129.076692,407,-,-,-,-,-,2010-06-16,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00019,한길소공원,소공원,-,부산광역시 동래구 사직동 1045,35.197767,129.065904,724.6,-,-,-,-,-,2007-06-13,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00020,여고소공원,소공원,-,부산광역시 동래구 사직동 1043,35.197363,129.068809,2062.7,-,-,-,-,-,2007-06-13,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00021,소공원(복산1주택재개발),소공원,부산광역시 동래구 동래로179번길 38-12,부산광역시 동래구 칠산동 91-3일원,35.205138,129.091414,2848,-,-,-,-,-,2008-01-30,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00022,소공원(복산1주택재개발),소공원,부산광역시 동래구 동래로159번길 109-13,부산광역시 동래구 칠산동51-1일원,35.207669,129.092689,5943,-,-,-,-,-,2008-01-30,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00023,소공원(복산2주택재개발),소공원,부산광역시 동래구 동래로157번나길 30,부산광역시 동래구 복천동 87-1일원,35.205287,129.088901,3090,-,-,-,-,-,2008-01-30,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00024,소공원(안락1주택재건축),소공원,부산광역시 동래구 명장로106번길 23,부산광역시 동래구 명장동 152-4일원,35.201863,129.109632,4044.5,-,-,-,-,-,2012-01-18,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00025,소공원(안락1주택재건축),소공원,부산광역시 동래구 안락로125번길 35,부산광역시 동래구 안락동 466-1일원,35.200624,129.110977,953.4,-,-,-,-,-,2012-01-18,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00026,신정소공원,소공원,-,부산광역시 동래구 사직동1044,35.196715,129.06667,405.2,-,-,-,-,-,2013-08-21,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00027,명서공원,어린이공원,부산광역시 동래구 명서로 111,부산광역시 동래구 명장동 506-3번지,35.212224,129.100218,972,-,조합놀이대,-,-,-,1982-09-01,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00028,세실공원,어린이공원,-,부산광역시 동래구 명장동 506-18,35.209175,129.100539,1152,-,조합놀이대,-,-,-,1982-09-01,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00029,안락꽃밭공원,어린이공원,-,부산광역시 동래구 안락동 171-8,35.191002,129.112504,1157,-,조합놀이대,-,-,-,1973-01-31,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00030,수안체육공원,어린이공원,-,부산광역시 동래구 수안동 7-11,35.199173,129.081121,1732.7,게이트볼장,-,화장실,-,-,1973-01-31,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00031,연안꽃동산공원,어린이공원,-,부산광역시 동래구 낙민동 80,35.193885,129.091889,728.2,-,-,-,-,-,1973-01-31,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00032,온천공원,어린이공원,-,부산광역시 동래구 온천동 387-10,35.214377,129.072262,598,-,조합놀이대,-,-,-,1998-06-10,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00034,온천3동공원,어린이공원,부산광역시 동래구 아시아드대로 220번길 34,부산광역시 동래구 온천동 1379-1,35.202827,129.068595,657.9,-,-,-,-,-,1969-08-21,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00035,미남공원,어린이공원,부산광역시 동래구 석사북로 93,부산광역시 동래구 온천동 1236-10,35.205742,129.066217,661.2,-,조합놀이대,-,-,-,1969-08-21,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00036,사직놀이공원,어린이공원,-,부산광역시 동래구 사직동 54-2,35.200807,129.063638,660.8,-,조합놀이대,-,-,-,1969-08-21,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00037,사직한밭공원,어린이공원,-,부산광역시 동래구 사직동 16-7,35.199873,129.059145,656.5,-,조합놀이대,-,-,-,1969-08-21,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00038,단비동산공원,어린이공원,부산광역시 동래구 석사로18번길 31,부산광역시 동래구 사직동 74-17,35.197828,129.063094,658.5,-,-,-,-,-,1969-08-21,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00039,안락꿈돌이공원,어린이공원,-,부산광역시 동래구 안락동 455-8,35.199551,129.10612,1615.2,-,조합놀이대,-,-,-,1972-02-26,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00040,명장한마음공원,어린이공원,부산광역시 동래구 명안로78번길 9,부산광역시 동래구 명장동 136-13,35.203709,129.104858,1616.9,-,조합놀이대,-,-,-,1972-02-26,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00041,어린이공원(복산1주택재개발),어린이공원,부산광역시 동래구 충렬대로331번길 28,부산광역시 동래구 안락동 862-13,35.199715,129.095053,1551,-,-,-,-,-,2008-01-30,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00042,하늘공원(온천1공원),어린이공원,-,부산광역시 동래구 온천동 855,35.211947,129.070879,3647,-,-,-,-,-,2006-01-11,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00043,꿈나무공원(온천2공원),어린이공원,-,부산광역시 동래구 온천동 951,35.209775,129.069862,3379,-,-,-,-,-,2006-01-11,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00044,숲향기공원(온천3공원),어린이공원,-,부산광역시 동래구 온천동 969-19,35.210202,129.066386,3407,-,-,-,-,-,2007-04-04,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00045,어린이공원(안락1주택재건축),어린이공원,부산광역시 동래구 명장로106번길 41-4,부산광역시 동래구 명장동 150-10,35.2018,129.108544,1544.6,-,-,-,-,-,2012-01-18,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00046,어린이공원(안락1주택재건축),어린이공원,부산광역시 동래구 명장로106번길 3-4,부산광역시 동래구 명장동 152-15,35.2017,129.11064,1638.3,-,-,-,-,-,2012-01-18,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00033,화현공원,어린이공원,-,부산광역시 동래구 명장동 611-2,35.200824,129.106906,1960,-,조합놀이대,-,-,-,1982-01-30,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00047,온새미로공원,소공원,-,부산광역시 동래구 온천동 1217-12,35.208175,129.063196,529.6,-,-,-,-,-,2015-07-15,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26260-00048,어린이공원(사직1-6재건축),어린이공원,부산광역시 동래구 쇠미로 117,부산광역시 동래구 사직동 632-64,35.201944,129.059348,2660,-,-,-,-,-,2015-07-15,부산광역시 동래구청,051-550-4504,2019-03-21,3300000,부산광역시 동래구
26140-00001,송도공원,근린공원,부산광역시 서구 송도해변로 167,부산광역시 서구 암남동 124-1,35.076557,129.023389,106343.8,-,-,"""케이블카 하부정류장, 주차장, 화장실 등""",-,"""인공폭포, 음악분수, 바닥분수 등""",1944-01-08,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00002,중앙공원(대신공원),근린공원,부산광역시 서구 대신공원로 34-91,부산광역시 서구 서대신동3가 산 2-3,35.121956,129.016804,2090000,궁도장,-,화장실,구덕민속예술관,-,1986-12-02,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00003,암남공원,근린공원,부산광역시 서구 암남공원로185,부산광역시 서구 암남동 산193,35.061059,129.016837,553277,-,-,"""케이블카 상부정류장, 화장실 등""",-,광장 등,1972-12-30,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00004,진정산공원,근린공원,-,부산광역시 서구 암남동 산123-16,35.071876,129.011563,865826,미조성,미조성,미조성,미조성,미조성,2000-05-16,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00005,부민산공원,근린공원,-,부산광역시 서구 서대신동1가 255-168,35.106166,129.014478,205950.2,미조성,미조성,미조성,미조성,미조성,2010-02-24,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00006,아미근린공원,근린공원,-,부산광역시 서구 아미동 237-32,35.099778,129.010172,13756.7,미조성,미조성,미조성,미조성,미조성,2014-11-12,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00007,엄광산어린이공원,어린이공원,-,부산광역시 서구 서대신동3가 산60,35.135392,129.006139,14835,-,놀이마당,"""화장실, 음수장""",미조성,"""입구광장, 관리사무실 등""",2016-04-13,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00008,아미어린이공원,어린이공원,부산광역시 서구 까치고개로 130번길 12-16,부산광역시 서구 아미동 243-7일원,35.101995,129.010514,3050,미조성,미조성,미조성,미조성,미조성,2014-11-12,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00009,어린이공원,어린이공원,부산광역시 서구 충무대로 149번나길28-1,부산광역시 서구 남부민동 611-170,35.083225,129.023316,403,미조성,미조성,미조성,미조성,미조성,2016-08-03,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00010,소공원,소공원,-,부산광역시 서구 암남동 123-15일원,35.079118,129.022675,1957.8,미조성,미조성,미조성,미조성,미조성,2015-11-25,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00011,소공원,소공원,-,부산광역시 서구 암남동 123-15일원,35.078577,129.023704,2148.3,미조성,미조성,미조성,미조성,미조성,2015-11-25,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
